meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
RUS Championships 2024,47.87,14/04/2024,Men's 100m Freestyle LCM Male,NAB,Neutral Athletes B,"KORNEV, Egor",M,06/02/2004,,,59,59,938,Kazan,RUS
World Aquatics Championships - Doha 2024,47.88,14/02/2024,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,60,60,937,Doha,QAT
World Aquatics Championships - Doha 2024,47.89,11/02/2024,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,61,61,936,Doha,QAT
2024 U.S. Olympic Trials,47.90,18/06/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"LASCO, Destin",M,07/08/2001,,,62,62,936,Indianapolis,USA
French Elite 2024,47.90,18/06/2024,Men's 100m Freestyle LCM Male,FRA,France,"MANAUDOU, Florent",M,12/11/1990,,,62,63,936,Chartres,FRA
LEN Championships 2024,47.90,18/06/2024,Men's 100m Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,62,64,936,Belgrade,SRB
World Aquatics Championships - Doha 2024,47.90,11/02/2024,Men's 100m Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,62,65,936,Doha,QAT
Mare Nostrum MON 2024,47.91,01/06/2024,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,21/05/2003,,,66,66,935,Monaco,MON
Olympic Games Paris 2024,47.92,30/07/2024,Men's 100m Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,67,67,935,Paris,FRA
GBR Championships 2024,47.92,04/04/2024,Men's 100m Freestyle LCM Male,GBR,Great Britain,"SCOTT, Duncan",M,06/05/1997,,,67,68,935,London,GBR
Olympic Games Paris 2024,47.93,30/07/2024,Men's 100m Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,69,69,934,Paris,FRA
Olympic Games Paris 2024,47.93,27/07/2024,Men's 100m Freestyle LCM Male,CAN,Canada,"LIENDO, Josh",M,20/08/2002,,,69,70,934,Paris,FRA
2024 U.S. Olympic Trials,47.93,18/06/2024,Men's 100m Freestyle LCM Male,USA,United States of America,"ARMSTRONG, Hunter",M,24/01/2001,,,69,71,934,Indianapolis,USA
World Aquatics Championships - Doha 2024,47.93,15/02/2024,Men's 100m Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,21/05/2003,,,69,72,934,Doha,QAT
